cod_mun,municipio,mes,especialidade,internacoes,valor_total_brl,dias_permanencia,obitos
330480,São Fidélis,2025-10,Obstétrico,12,8355.73,21,0
330480,São Fidélis,2025-10,Pediátrico,26,28870.75,122,1
330480,São Fidélis,2025-11,Cirúrgico,55,77958.77,155,1
330480,São Fidélis,2025-11,Clínico,163,316608.83,950,19
330480,São Fidélis,2025-11,Leito-dia cirúrgico,2,656.68,0,0
330480,São Fidélis,2025-11,Obstétrico,15,7976.31,45,0
330480,São Fidélis,2025-11,Pediátrico,13,5597.57,43,0
330480,São Fidélis,2025-12,Cirúrgico,62,164558.13,146,3
330480,São Fidélis,2025-12,Clínico,163,285558.33,800,8
330480,São Fidélis,2025-12,Leito-dia cirúrgico,1,245.58,0,0
330480,São Fidélis,2025-12,Obstétrico,19,12393.27,41,0
330480,São Fidélis,2025-12,Pediátrico,21,36482.16,51,0
330490,São Gonçalo,2025-01,Cirúrgico,1312,3376973.51,4799,26
330490,São Gonçalo,2025-01,Clínico,1883,2587481.68,13811,323
330490,São Gonçalo,2025-01,Crônicos,10,15619.8,181,4
330490,São Gonçalo,2025-01,Leito-dia AIDS,1,93.8,0,0
330490,São Gonçalo,2025-01,Leito-dia cirúrgico,32,13935.21,0,0
330490,São Gonçalo,2025-01,Obstétrico,648,357169.42,2082,0
330490,São Gonçalo,2025-01,Pediátrico,295,317940.03,1949,5
330490,São Gonçalo,2025-01,Pneumologia sanitária,15,28660.96,349,0
330490,São Gonçalo,2025-01,Psiquiatria,12,3511.0,65,0
330490,São Gonçalo,2025-01,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-02,Cirúrgico,1253,2987050.69,4277,25
330490,São Gonçalo,2025-02,Clínico,1693,2126726.59,12152,268
330490,São Gonçalo,2025-02,Crônicos,9,20144.13,216,2
330490,São Gonçalo,2025-02,Leito-dia AIDS,1,93.8,0,0
330490,São Gonçalo,2025-02,Leito-dia cirúrgico,35,38538.94,0,0
330490,São Gonçalo,2025-02,Obstétrico,491,261655.24,1683,0
330490,São Gonçalo,2025-02,Outros,1,0.0,7,0
330490,São Gonçalo,2025-02,Pediátrico,293,267264.05,1354,1
330490,São Gonçalo,2025-02,Pneumologia sanitária,9,19729.76,241,0
330490,São Gonçalo,2025-02,Psiquiatria,14,7755.7,122,0
330490,São Gonçalo,2025-02,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-03,Cirúrgico,1349,3494527.66,5058,24
330490,São Gonçalo,2025-03,Clínico,1777,2206220.74,12853,279
330490,São Gonçalo,2025-03,Crônicos,11,22007.75,230,4
330490,São Gonçalo,2025-03,Leito-dia AIDS,1,70.35,0,0
330490,São Gonçalo,2025-03,Leito-dia cirúrgico,23,8809.69,0,0
330490,São Gonçalo,2025-03,Obstétrico,641,378041.39,2303,0
330490,São Gonçalo,2025-03,Pediátrico,301,338196.28,1664,7
330490,São Gonçalo,2025-03,Pneumologia sanitária,13,31493.29,334,0
330490,São Gonçalo,2025-03,Psiquiatria,12,5456.11,90,0
330490,São Gonçalo,2025-03,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-04,Cirúrgico,1291,3409081.95,4370,30
330490,São Gonçalo,2025-04,Clínico,1716,2118063.62,12687,277
330490,São Gonçalo,2025-04,Crônicos,11,21918.82,226,4
330490,São Gonçalo,2025-04,Leito-dia AIDS,1,93.8,0,0
330490,São Gonçalo,2025-04,Leito-dia cirúrgico,22,8817.58,0,0
330490,São Gonçalo,2025-04,Obstétrico,523,296968.48,1858,1
330490,São Gonçalo,2025-04,Pediátrico,308,281116.75,1685,0
330490,São Gonçalo,2025-04,Pneumologia sanitária,12,26541.0,312,0
330490,São Gonçalo,2025-04,Psiquiatria,8,7591.21,137,0
330490,São Gonçalo,2025-04,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-05,Cirúrgico,1354,3316228.12,4670,22
330490,São Gonçalo,2025-05,Clínico,1849,2417888.51,13310,299
330490,São Gonçalo,2025-05,Crônicos,11,22104.12,225,2
330490,São Gonçalo,2025-05,Leito-dia AIDS,1,70.35,0,0
330490,São Gonçalo,2025-05,Leito-dia cirúrgico,23,12166.06,0,0
330490,São Gonçalo,2025-05,Obstétrico,603,347370.3,2064,0
330490,São Gonçalo,2025-05,Pediátrico,369,417543.69,2057,6
330490,São Gonçalo,2025-05,Pneumologia sanitária,8,17632.3,211,0
330490,São Gonçalo,2025-05,Psiquiatria,12,5031.03,86,0
330490,São Gonçalo,2025-06,Cirúrgico,1387,3520542.26,4685,34
330490,São Gonçalo,2025-06,Clínico,1672,2361011.57,11887,277
330490,São Gonçalo,2025-06,Crônicos,12,26933.71,282,4
330490,São Gonçalo,2025-06,Leito-dia AIDS,1,23.45,0,0
330490,São Gonçalo,2025-06,Leito-dia cirúrgico,28,11170.09,0,0
330490,São Gonçalo,2025-06,Obstétrico,622,359896.83,2124,0
330490,São Gonçalo,2025-06,Pediátrico,405,554876.48,2374,3
330490,São Gonçalo,2025-06,Pneumologia sanitária,12,22403.49,259,2
330490,São Gonçalo,2025-06,Psiquiatria,11,2838.93,60,0
330490,São Gonçalo,2025-06,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-07,Cirúrgico,1436,3774435.22,5348,30
330490,São Gonçalo,2025-07,Clínico,1876,2507355.76,13352,342
330490,São Gonçalo,2025-07,Crônicos,12,20814.74,207,6
330490,São Gonçalo,2025-07,Leito-dia cirúrgico,36,31337.8,0,0
330490,São Gonçalo,2025-07,Obstétrico,565,312501.29,1928,0
330490,São Gonçalo,2025-07,Pediátrico,382,445327.46,2238,7
330490,São Gonçalo,2025-07,Pneumologia sanitária,5,11173.87,127,0
330490,São Gonçalo,2025-07,Psiquiatria,7,2819.74,57,0
330490,São Gonçalo,2025-07,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-08,Cirúrgico,1437,3864678.7,4885,27
330490,São Gonçalo,2025-08,Clínico,1871,2525902.29,12819,336
330490,São Gonçalo,2025-08,Crônicos,14,28329.6,292,3
330490,São Gonçalo,2025-08,Leito-dia cirúrgico,29,25941.33,0,0
330490,São Gonçalo,2025-08,Obstétrico,541,315239.39,1825,0
330490,São Gonçalo,2025-08,Outros,1,0.0,2,0
330490,São Gonçalo,2025-08,Pediátrico,411,478295.82,2053,3
330490,São Gonçalo,2025-08,Pneumologia sanitária,5,8163.52,102,0
330490,São Gonçalo,2025-08,Psiquiatria,8,2790.55,61,0
330490,São Gonçalo,2025-09,Cirúrgico,1454,4276171.1,4686,14
330490,São Gonçalo,2025-09,Clínico,1594,2099167.62,11273,231
330490,São Gonçalo,2025-09,Crônicos,14,28615.63,311,5
330490,São Gonçalo,2025-09,Leito-dia cirúrgico,39,21767.93,0,0
330490,São Gonçalo,2025-09,Obstétrico,527,289610.96,1824,0
330490,São Gonçalo,2025-09,Pediátrico,302,465776.4,1484,5
330490,São Gonçalo,2025-09,Pneumologia sanitária,8,16130.32,183,0
330490,São Gonçalo,2025-09,Psiquiatria,6,1640.12,34,0
330490,São Gonçalo,2025-09,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-10,Cirúrgico,1406,4357197.89,5119,27
330490,São Gonçalo,2025-10,Clínico,1881,2499424.95,13124,313
330490,São Gonçalo,2025-10,Crônicos,11,21205.14,208,2
330490,São Gonçalo,2025-10,Leito-dia cirúrgico,33,13173.71,0,0
330490,São Gonçalo,2025-10,Obstétrico,548,311992.43,1940,0
330490,São Gonçalo,2025-10,Outros,1,0.0,7,0
330490,São Gonçalo,2025-10,Pediátrico,348,439045.19,1948,4
330490,São Gonçalo,2025-10,Pneumologia sanitária,5,12519.38,144,0
330490,São Gonçalo,2025-10,Psiquiatria,7,958.69,21,0
330490,São Gonçalo,2025-10,Reabilitação,1,1893.76,45,0
330490,São Gonçalo,2025-11,Cirúrgico,1348,4143779.11,4315,16
330490,São Gonçalo,2025-11,Clínico,1807,2433541.47,12257,272
330490,São Gonçalo,2025-11,Crônicos,13,22021.12,219,5
330490,São Gonçalo,2025-11,Leito-dia AIDS,1,93.8,0,0
330490,São Gonçalo,2025-11,Leito-dia cirúrgico,20,18581.93,0,0
330490,São Gonçalo,2025-11,Obstétrico,528,299908.63,1733,0
330490,São Gonçalo,2025-11,Pediátrico,311,372156.26,1638,3
330490,São Gonçalo,2025-11,Pneumologia sanitária,8,10766.6,129,0
330490,São Gonçalo,2025-11,Psiquiatria,11,5268.3,110,0
330490,São Gonçalo,2025-12,Cirúrgico,1373,4156146.95,4412,27
330490,São Gonçalo,2025-12,Clínico,1993,2329960.69,12531,301
330490,São Gonçalo,2025-12,Crônicos,12,22908.71,232,3
330490,São Gonçalo,2025-12,Leito-dia AIDS,1,46.9,0,0
330490,São Gonçalo,2025-12,Leito-dia cirúrgico,22,21381.3,0,0
330490,São Gonçalo,2025-12,Obstétrico,554,288835.57,1948,0
330490,São Gonçalo,2025-12,Pediátrico,346,285075.89,1667,3
330490,São Gonçalo,2025-12,Pneumologia sanitária,5,9245.52,101,0
330490,São Gonçalo,2025-12,Psiquiatria,18,3865.62,81,0
330490,São Gonçalo,2025-12,Reabilitação,1,1893.76,45,0
330500,São João da Barra,2025-01,Cirúrgico,132,285961.49,503,6
330500,São João da Barra,2025-01,Clínico,176,285622.57,1248,18
330500,São João da Barra,2025-01,Obstétrico,37,23432.43,93,0
330500,São João da Barra,2025-01,Pediátrico,26,50845.33,90,0
330500,São João da Barra,2025-01,Psiquiatria,9,5158.47,72,0
330500,São João da Barra,2025-02,Cirúrgico,166,426950.47,591,5
330500,São João da Barra,2025-02,Clínico,189,238987.02,1317,16
330500,São João da Barra,2025-02,Obstétrico,45,29041.08,205,0
330500,São João da Barra,2025-02,Pediátrico,27,63833.73,69,0
330500,São João da Barra,2025-02,Psiquiatria,4,2295.4,39,0
330500,São João da Barra,2025-03,Cirúrgico,117,277853.11,409,2
330500,São João da Barra,2025-03,Clínico,187,335388.52,1171,24
330500,São João da Barra,2025-03,Obstétrico,54,29643.89,209,0
330500,São João da Barra,2025-03,Pediátrico,17,20449.1,73,1
330500,São João da Barra,2025-03,Psiquiatria,1,911.99,16,0
330500,São João da Barra,2025-04,Cirúrgico,125,309053.64,383,2
330500,São João da Barra,2025-04,Clínico,193,238747.21,1222,22
330500,São João da Barra,2025-04,Obstétrico,52,31127.1,203,0
330500,São João da Barra,2025-04,Pediátrico,15,23490.2,32,0
330500,São João da Barra,2025-04,Pneumologia sanitária,1,338.76,3,0
330500,São João da Barra,2025-04,Psiquiatria,1,122.0,2,0
330500,São João da Barra,2025-05,Cirúrgico,130,319276.21,502,1
330500,São João da Barra,2025-05,Clínico,185,209094.85,1300,17
330500,São João da Barra,2025-05,Obstétrico,41,32908.35,164,0
330500,São João da Barra,2025-05,Pediátrico,25,82475.31,126,1
330500,São João da Barra,2025-06,Cirúrgico,107,279899.53,363,2
330500,São João da Barra,2025-06,Clínico,153,267817.79,1044,14
330500,São João da Barra,2025-06,Leito-dia cirúrgico,1,449.44,0,0
330500,São João da Barra,2025-06,Leito-dia intercorrências,1,898.16,0,0
330500,São João da Barra,2025-06,Obstétrico,45,47803.35,231,0
330500,São João da Barra,2025-06,Pediátrico,21,95408.92,106,0
330500,São João da Barra,2025-06,Psiquiatria,7,1831.61,47,0
330500,São João da Barra,2025-07,Cirúrgico,139,324549.7,474,1
330500,São João da Barra,2025-07,Clínico,171,182180.59,1101,15
330500,São João da Barra,2025-07,Leito-dia cirúrgico,1,1138.66,0,0
330500,São João da Barra,2025-07,Obstétrico,63,40951.91,301,0
330500,São João da Barra,2025-07,Pediátrico,26,63118.42,112,0
330500,São João da Barra,2025-07,Psiquiatria,1,2224.79,28,0
330500,São João da Barra,2025-08,Cirúrgico,133,259203.91,380,1
330500,São João da Barra,2025-08,Clínico,175,211358.61,1309,24
330500,São João da Barra,2025-08,Obstétrico,61,47744.3,215,0
330500,São João da Barra,2025-08,Pediátrico,35,149891.08,105,1
330500,São João da Barra,2025-08,Pneumologia sanitária,1,353.84,5,0
330500,São João da Barra,2025-08,Psiquiatria,8,7421.8,120,0
330500,São João da Barra,2025-09,Cirúrgico,167,333401.22,503,2
330500,São João da Barra,2025-09,Clínico,225,247268.1,1450,26
330500,São João da Barra,2025-09,Leito-dia cirúrgico,1,328.34,0,0
330500,São João da Barra,2025-09,Obstétrico,78,47130.47,316,0
330500,São João da Barra,2025-09,Pediátrico,38,115640.41,110,0
330500,São João da Barra,2025-09,Psiquiatria,9,2226.94,36,0
330500,São João da Barra,2025-10,Cirúrgico,163,351465.23,488,2
330500,São João da Barra,2025-10,Clínico,178,209794.5,1204,18
330500,São João da Barra,2025-10,Leito-dia cirúrgico,2,696.37,0,0
330500,São João da Barra,2025-10,Obstétrico,48,30361.52,184,0
330500,São João da Barra,2025-10,Pediátrico,22,68234.9,124,4
330500,São João da Barra,2025-10,Psiquiatria,7,965.4,66,0
330500,São João da Barra,2025-11,Cirúrgico,103,276397.04,265,3
330500,São João da Barra,2025-11,Clínico,164,189258.58,1228,16
330500,São João da Barra,2025-11,Leito-dia cirúrgico,2,656.68,0,0
330500,São João da Barra,2025-11,Obstétrico,43,26410.41,167,0
330500,São João da Barra,2025-11,Pediátrico,13,46441.58,29,1
330500,São João da Barra,2025-11,Psiquiatria,8,2912.64,58,0
330500,São João da Barra,2025-12,Cirúrgico,103,235586.92,220,2
330500,São João da Barra,2025-12,Clínico,304,203287.92,1491,14
330500,São João da Barra,2025-12,Leito-dia cirúrgico,2,656.68,0,0
330500,São João da Barra,2025-12,Obstétrico,50,31790.73,236,0
330500,São João da Barra,2025-12,Pediátrico,20,45586.76,74,0
330510,São João de Meriti,2025-01,Cirúrgico,522,1311032.19,2682,12
330510,São João de Meriti,2025-01,Clínico,618,1002355.33,4731,116
330510,São João de Meriti,2025-01,Crônicos,9,14948.07,167,4
330510,São João de Meriti,2025-01,Leito-dia AIDS,2,328.3,0,0
330510,São João de Meriti,2025-01,Leito-dia cirúrgico,13,13058.86,0,0
330510,São João de Meriti,2025-01,Leito-dia saúde mental,2,997.0,2,0
330510,São João de Meriti,2025-01,Obstétrico,305,210730.5,1083,0
330510,São João de Meriti,2025-01,Outros,4,0.0,19,0
330510,São João de Meriti,2025-01,Pediátrico,153,327761.29,842,5
330510,São João de Meriti,2025-01,Pneumologia sanitária,1,2763.26,31,0
330510,São João de Meriti,2025-02,Cirúrgico,539,1163001.46,2448,12
330510,São João de Meriti,2025-02,Clínico,614,762267.52,3979,118
330510,São João de Meriti,2025-02,Crônicos,7,10670.44,120,5
330510,São João de Meriti,2025-02,Leito-dia AIDS,2,281.4,0,0
330510,São João de Meriti,2025-02,Leito-dia cirúrgico,18,19923.72,0,0
330510,São João de Meriti,2025-02,Obstétrico,247,169509.12,799,0
330510,São João de Meriti,2025-02,Pediátrico,131,335630.61,608,2
330510,São João de Meriti,2025-02,Pneumologia sanitária,2,3560.45,40,0
330510,São João de Meriti,2025-03,Cirúrgico,519,1478707.46,3155,7
330510,São João de Meriti,2025-03,Clínico,604,861423.2,4432,109
330510,São João de Meriti,2025-03,Crônicos,6,10685.51,110,3
330510,São João de Meriti,2025-03,Leito-dia AIDS,2,164.15,0,0
330510,São João de Meriti,2025-03,Leito-dia cirúrgico,15,25766.2,0,0
330510,São João de Meriti,2025-03,Leito-dia saúde mental,1,358.92,1,0
330510,São João de Meriti,2025-03,Obstétrico,262,216586.3,891,0
330510,São João de Meriti,2025-03,Outros,3,0.0,38,0
330510,São João de Meriti,2025-03,Pediátrico,149,248425.18,813,3
330510,São João de Meriti,2025-03,Pneumologia sanitária,1,247.38,4,0
330510,São João de Meriti,2025-03,Psiquiatria,3,1293.57,15,0
330510,São João de Meriti,2025-04,Cirúrgico,527,1488706.33,2597,9
330510,São João de Meriti,2025-04,Clínico,609,833091.13,4078,118
330510,São João de Meriti,2025-04,Crônicos,5,8854.71,88,3
330510,São João de Meriti,2025-04,Leito-dia AIDS,1,70.35,0,0
330510,São João de Meriti,2025-04,Leito-dia cirúrgico,12,15717.94,0,0
330510,São João de Meriti,2025-04,Leito-dia saúde mental,2,757.72,2,0
330510,São João de Meriti,2025-04,Obstétrico,254,179442.6,806,0
330510,São João de Meriti,2025-04,Outros,1,0.0,9,0
330510,São João de Meriti,2025-04,Pediátrico,149,431754.67,717,5
330510,São João de Meriti,2025-04,Pneumologia sanitária,2,5246.96,60,0
330510,São João de Meriti,2025-04,Psiquiatria,5,2347.28,31,1
330510,São João de Meriti,2025-05,Cirúrgico,557,1798549.73,2557,12
330510,São João de Meriti,2025-05,Clínico,708,829568.7,5098,135
330510,São João de Meriti,2025-05,Crônicos,6,9776.22,102,0
330510,São João de Meriti,2025-05,Leito-dia AIDS,2,117.25,0,0
330510,São João de Meriti,2025-05,Leito-dia cirúrgico,20,19354.8,0,0
330510,São João de Meriti,2025-05,Leito-dia saúde mental,1,398.8,1,0
330510,São João de Meriti,2025-05,Obstétrico,301,209930.33,914,0
330510,São João de Meriti,2025-05,Outros,1,0.0,2,0
330510,São João de Meriti,2025-05,Pediátrico,163,300299.17,843,2
330510,São João de Meriti,2025-05,Pneumologia sanitária,2,3562.36,38,0
330510,São João de Meriti,2025-05,Psiquiatria,5,3003.8,43,0
330510,São João de Meriti,2025-06,Cirúrgico,553,1617084.7,2585,12
330510,São João de Meriti,2025-06,Clínico,670,769394.28,4485,144
330510,São João de Meriti,2025-06,Crônicos,8,11262.45,123,5
330510,São João de Meriti,2025-06,Leito-dia AIDS,2,117.25,0,0
330510,São João de Meriti,2025-06,Leito-dia cirúrgico,15,19966.46,0,0
330510,São João de Meriti,2025-06,Leito-dia saúde mental,1,478.56,1,0
330510,São João de Meriti,2025-06,Obstétrico,374,254188.74,1194,0
330510,São João de Meriti,2025-06,Outros,1,0.0,7,0
330510,São João de Meriti,2025-06,Pediátrico,176,438157.77,842,3
330510,São João de Meriti,2025-06,Pneumologia sanitária,1,271.99,2,0
330510,São João de Meriti,2025-06,Psiquiatria,5,1837.07,25,0
330510,São João de Meriti,2025-07,Cirúrgico,605,1509199.24,2745,11
330510,São João de Meriti,2025-07,Clínico,771,1157276.2,5293,130
330510,São João de Meriti,2025-07,Crônicos,10,11394.92,125,6
330510,São João de Meriti,2025-07,Leito-dia AIDS,2,93.8,0,0
330510,São João de Meriti,2025-07,Leito-dia cirúrgico,18,18320.4,0,0
330510,São João de Meriti,2025-07,Leito-dia saúde mental,1,518.44,1,0
330510,São João de Meriti,2025-07,Obstétrico,310,198948.62,880,0
330510,São João de Meriti,2025-07,Pediátrico,181,345079.2,859,1
330510,São João de Meriti,2025-07,Pneumologia sanitária,1,539.68,7,0
330510,São João de Meriti,2025-07,Psiquiatria,5,1358.61,28,0
330510,São João de Meriti,2025-08,Cirúrgico,580,1391079.96,2474,19
330510,São João de Meriti,2025-08,Clínico,772,1125915.73,5459,170
330510,São João de Meriti,2025-08,Crônicos,7,11365.63,126,4
330510,São João de Meriti,2025-08,Leito-dia AIDS,2,257.95,0,0
330510,São João de Meriti,2025-08,Leito-dia cirúrgico,12,13215.43,0,0
330510,São João de Meriti,2025-08,Leito-dia saúde mental,1,478.56,1,0
330510,São João de Meriti,2025-08,Obstétrico,336,240260.88,992,0
330510,São João de Meriti,2025-08,Pediátrico,147,387337.68,746,0
330510,São João de Meriti,2025-08,Pneumologia sanitária,2,3677.52,30,1
330510,São João de Meriti,2025-08,Psiquiatria,5,1685.89,28,0
330510,São João de Meriti,2025-09,Cirúrgico,589,1542565.51,2471,14
330510,São João de Meriti,2025-09,Clínico,689,787040.15,4926,123
330510,São João de Meriti,2025-09,Crônicos,8,13458.55,156,4
330510,São João de Meriti,2025-09,Leito-dia AIDS,1,164.15,0,0
330510,São João de Meriti,2025-09,Leito-dia cirúrgico,18,14920.28,0,0
330510,São João de Meriti,2025-09,Leito-dia saúde mental,1,638.08,1,0
330510,São João de Meriti,2025-09,Obstétrico,366,239518.1,1063,0
330510,São João de Meriti,2025-09,Pediátrico,156,380177.68,777,2
330510,São João de Meriti,2025-09,Pneumologia sanitária,2,5742.63,61,0
330510,São João de Meriti,2025-09,Psiquiatria,3,2972.38,47,0
330510,São João de Meriti,2025-10,Cirúrgico,607,1955375.17,2701,16
330510,São João de Meriti,2025-10,Clínico,707,887763.09,4672,144
330510,São João de Meriti,2025-10,Crônicos,4,7246.0,81,1
330510,São João de Meriti,2025-10,Leito-dia AIDS,1,117.25,0,0
330510,São João de Meriti,2025-10,Leito-dia cirúrgico,25,24170.93,0,0
330510,São João de Meriti,2025-10,Leito-dia saúde mental,1,518.44,1,0
330510,São João de Meriti,2025-10,Obstétrico,403,251667.55,1094,0
330510,São João de Meriti,2025-10,Outros,3,0.0,10,0
330510,São João de Meriti,2025-10,Pediátrico,107,232258.92,477,1
330510,São João de Meriti,2025-10,Pneumologia sanitária,1,2668.8,31,0
330510,São João de Meriti,2025-10,Psiquiatria,3,1142.13,14,0
330510,São João de Meriti,2025-11,Cirúrgico,495,1597152.91,2429,8
330510,São João de Meriti,2025-11,Clínico,671,750860.37,4633,110
330510,São João de Meriti,2025-11,Crônicos,6,9568.76,96,1
330510,São João de Meriti,2025-11,Leito-dia AIDS,1,234.5,0,0
330510,São João de Meriti,2025-11,Leito-dia cirúrgico,14,15934.93,0,0
330510,São João de Meriti,2025-11,Leito-dia saúde mental,1,518.44,1,0
330510,São João de Meriti,2025-11,Obstétrico,272,182837.44,886,0
330510,São João de Meriti,2025-11,Outros,1,0.0,2,0
330510,São João de Meriti,2025-11,Pediátrico,128,466107.26,512,3
330510,São João de Meriti,2025-11,Pneumologia sanitária,1,2447.33,30,0
330510,São João de Meriti,2025-11,Psiquiatria,2,532.2,8,0
330510,São João de Meriti,2025-12,Cirúrgico,525,1686952.31,2461,14
330510,São João de Meriti,2025-12,Clínico,717,773472.33,4418,111
330510,São João de Meriti,2025-12,Crônicos,7,11255.05,117,2
330510,São João de Meriti,2025-12,Leito-dia AIDS,2,351.75,0,0
330510,São João de Meriti,2025-12,Leito-dia cirúrgico,10,22007.37,0,0
330510,São João de Meriti,2025-12,Obstétrico,304,204917.03,906,0
330510,São João de Meriti,2025-12,Outros,4,0.0,20,0
330510,São João de Meriti,2025-12,Pediátrico,117,252042.85,507,2
330510,São João de Meriti,2025-12,Pneumologia sanitária,1,2571.3,31,0
330510,São João de Meriti,2025-12,Psiquiatria,2,1437.57,18,0
330513,São José de Ubá,2025-01,Cirúrgico,15,150090.66,28,1
330513,São José de Ubá,2025-01,Clínico,13,34446.56,130,1
330513,São José de Ubá,2025-01,Pediátrico,3,5844.49,22,0
330513,São José de Ubá,2025-02,Cirúrgico,18,89327.55,86,1
330513,São José de Ubá,2025-02,Clínico,23,81232.23,192,2
330513,São José de Ubá,2025-02,Leito-dia cirúrgico,1,351.62,0,0
330513,São José de Ubá,2025-02,Pediátrico,3,118127.09,11,0
330513,São José de Ubá,2025-03,Cirúrgico,10,30103.22,23,2
330513,São José de Ubá,2025-03,Clínico,23,78207.85,189,3
330513,São José de Ubá,2025-03,Obstétrico,2,4386.92,4,0
330513,São José de Ubá,2025-03,Pediátrico,3,12485.15,20,0
330513,São José de Ubá,2025-04,Cirúrgico,12,20210.98,58,0
330513,São José de Ubá,2025-04,Clínico,14,47977.65,173,5
330513,São José de Ubá,2025-04,Pediátrico,4,4324.23,16,0
330513,São José de Ubá,2025-05,Cirúrgico,13,57226.1,59,2
330513,São José de Ubá,2025-05,Clínico,12,32333.61,154,2
330513,São José de Ubá,2025-05,Obstétrico,1,203.82,2,0
330513,São José de Ubá,2025-06,Cirúrgico,10,36493.46,67,1
330513,São José de Ubá,2025-06,Clínico,13,37384.36,83,0
330513,São José de Ubá,2025-07,Cirúrgico,15,181706.71,35,1
330513,São José de Ubá,2025-07,Clínico,16,43218.81,135,3
330513,São José de Ubá,2025-07,Obstétrico,1,694.11,2,0
330513,São José de Ubá,2025-08,Cirúrgico,9,32249.3,17,1
330513,São José de Ubá,2025-08,Clínico,9,34075.36,54,2
330513,São José de Ubá,2025-09,Cirúrgico,10,72694.86,94,3
330513,São José de Ubá,2025-09,Clínico,30,97211.72,180,7
330513,São José de Ubá,2025-09,Pediátrico,2,551.29,7,0
330513,São José de Ubá,2025-10,Cirúrgico,13,65210.29,27,0
330513,São José de Ubá,2025-10,Clínico,9,29411.55,66,0
330513,São José de Ubá,2025-10,Obstétrico,1,223.88,3,0
330513,São José de Ubá,2025-10,Pediátrico,1,695.15,11,0
330513,São José de Ubá,2025-11,Cirúrgico,7,75254.52,24,1
330513,São José de Ubá,2025-11,Clínico,10,60034.96,60,4
330513,São José de Ubá,2025-11,Pediátrico,1,670.49,5,0
330513,São José de Ubá,2025-12,Cirúrgico,12,74437.81,17,0
330513,São José de Ubá,2025-12,Clínico,13,20740.34,99,0
330515,São José do Vale do Rio Preto,2025-01,Cirúrgico,22,46610.16,78,1
330515,São José do Vale do Rio Preto,2025-01,Clínico,42,34175.0,216,5
330515,São José do Vale do Rio Preto,2025-01,Crônicos,1,3193.31,31,0
330515,São José do Vale do Rio Preto,2025-01,Leito-dia cirúrgico,12,7697.0,0,0
330515,São José do Vale do Rio Preto,2025-01,Obstétrico,13,8845.67,31,0
330515,São José do Vale do Rio Preto,2025-01,Pediátrico,7,7364.67,6,0
330515,São José do Vale do Rio Preto,2025-02,Cirúrgico,35,124376.92,164,1
330515,São José do Vale do Rio Preto,2025-02,Clínico,51,57327.57,356,6
330515,São José do Vale do Rio Preto,2025-02,Crônicos,1,2884.28,28,0
330515,São José do Vale do Rio Preto,2025-02,Leito-dia cirúrgico,2,4355.39,0,0
330515,São José do Vale do Rio Preto,2025-02,Obstétrico,19,10294.43,42,0
330515,São José do Vale do Rio Preto,2025-02,Pediátrico,10,22468.98,89,0
330515,São José do Vale do Rio Preto,2025-03,Cirúrgico,41,81789.33,212,0
330515,São José do Vale do Rio Preto,2025-03,Clínico,54,47245.76,439,8
330515,São José do Vale do Rio Preto,2025-03,Crônicos,1,3096.11,31,0
330515,São José do Vale do Rio Preto,2025-03,Leito-dia cirúrgico,5,4872.2,0,0
330515,São José do Vale do Rio Preto,2025-03,Obstétrico,11,6177.82,28,0
330515,São José do Vale do Rio Preto,2025-03,Pediátrico,5,2388.07,12,1
330515,São José do Vale do Rio Preto,2025-04,Cirúrgico,29,64021.89,136,0
330515,São José do Vale do Rio Preto,2025-04,Clínico,47,22424.41,376,10
330515,São José do Vale do Rio Preto,2025-04,Crônicos,1,3025.5,30,0
330515,São José do Vale do Rio Preto,2025-04,Leito-dia cirúrgico,6,9055.32,0,0
330515,São José do Vale do Rio Preto,2025-04,Obstétrico,11,6724.57,26,0
330515,São José do Vale do Rio Preto,2025-04,Pediátrico,6,8142.06,22,0
330515,São José do Vale do Rio Preto,2025-05,Cirúrgico,29,83016.51,55,1
330515,São José do Vale do Rio Preto,2025-05,Clínico,44,34936.2,283,5
330515,São José do Vale do Rio Preto,2025-05,Crônicos,1,3096.11,31,0
330515,São José do Vale do Rio Preto,2025-05,Obstétrico,12,7748.95,36,0
330515,São José do Vale do Rio Preto,2025-05,Pediátrico,5,2828.61,27,1
330515,São José do Vale do Rio Preto,2025-06,Cirúrgico,22,118427.01,54,0
330515,São José do Vale do Rio Preto,2025-06,Clínico,37,34055.04,252,8
330515,São José do Vale do Rio Preto,2025-06,Crônicos,1,3025.5,30,0
330515,São José do Vale do Rio Preto,2025-06,Leito-dia cirúrgico,7,17249.29,0,0
330515,São José do Vale do Rio Preto,2025-06,Obstétrico,7,4345.31,28,0
330515,São José do Vale do Rio Preto,2025-06,Pediátrico,5,3710.93,23,0
330515,São José do Vale do Rio Preto,2025-07,Cirúrgico,44,197642.14,146,0
330515,São José do Vale do Rio Preto,2025-07,Clínico,32,39341.3,239,4
